waveform,filename,peak_abs_nm,flagged
noise,noise-42_absolute.csv,495.0045337677002,False
noise,noise-43_absolute.csv,158.42753219604492,False
noise,noise-44_absolute.csv,80.54718208312988,False
noise,noise-45_absolute.csv,201.7407054901123,False
noise,noise-46_absolute.csv,119.3550033569336,False
noise,noise-47_absolute.csv,145.78626441955566,False
noise,noise-48_absolute.csv,55.48881721496582,False
noise,noise-49_absolute.csv,41.04557800292969,False
noise,noise-4_absolute.csv,71.1843032836914,False
noise,noise-50_absolute.csv,55.422088623046875,False
noise,noise-5_absolute.csv,45.80030059814453,False
noise,noise-6_absolute.csv,77.88670349121094,False
noise,noise-7_absolute.csv,56.693603515625,False
noise,noise-8_absolute.csv,55.21938705444336,False
noise,noise-9_absolute.csv,0.0,False
noise,noise_10_Run1_1_absolute.csv,95.04985927699909,False
noise,noise_10_Run2_1_absolute.csv,98.49701576150665,False
noise,noise_10_Run3_1_absolute.csv,102.50071790151924,False
noise,noise_11_Run1_1_absolute.csv,94.12111282348633,False
noise,noise_11_Run2_1_absolute.csv,97.00890851020813,False
